show_title,language,genres,summary
The Flash,English,"('Drama', 'Action', 'Science-Fiction')","<p>After a particle accelerator causes a freak storm, CSI Investigator Barry Allen is struck by lightning and falls into a coma. Months later he awakens with the power of super speed, granting him the ability to move through Central City like an unseen guardian angel. Though initially excited by his newfound powers, Barry is shocked to discover he is not the only ""meta-human"" who was created in the wake of the accelerator explosion -- and not everyone is using their new powers for good. Barry partners with S.T.A.R. Labs and dedicates his life to protect the innocent. For now, only a few close friends and associates know that Barry is literally the fastest man alive, but it won't be long before the world learns what Barry Allen has become...The Flash!</p>"
Inventing Anna,English,"('Drama',)","<p>In <b>Inventing Anna</b>, a journalist with a lot to prove investigates the case of Anna Delvey, the Instagram-legendary German heiress who stole the hearts of New York's social scene – and stole their money as well. But is Anna New York's biggest con woman or is she simply the new portrait of the American dream? Anna and the reporter form a dark funny love-hate bond as Anna awaits trial and our reporter fights the clock to answer the biggest question in NYC: who is Anna Delvey? The series is inspired by the New York Magazine article ""How Anna Delvey Tricked New York's Party People"" by Jessica Pressler, who also serves as a producer.</p>"
The Ultimatum: Queer Love,English,"('Romance',)","<p>Follow couples of women and non-binary people over eight weeks, as they find themselves at a critical point in their relationship, one, ready for marriage and the other one not.</p>"
"Nicky, Ricky, Dicky & Dawn",English,"('Comedy', 'Children', 'Family')","<p>In <b>Nicky, Ricky, Dicky &amp; Dawn</b>, Dawn Harper doesn't have much in common with brothers Nicky, Ricky and Dicky except for a birthday. Sibling rivalry often consumes the quadruplets, but they can come together to solve problems that arise. Dawn acts as leader of the pack but, really, is just one of the quartet; quirky Nicky has the answer to almost everything; Ricky has a high IQ but gets into trouble with his siblings; charming Dicky always has a way with words. Situations show the preteens planning their own ""grown-up"" birthday parties and seeing a scary movie for the first time.</p>"
The Brothers Sun,English,"('Drama', 'Action', 'Crime')","<p>When a mysterious enemy targets his family, a Taipei triad member heads to Los Angeles to protect his strong-willed mother and oblivious younger brother.</p>"
Fuller House,English,"('Comedy', 'Family')","<p>In <b>Fuller House</b>, D.J. Tanner-Fuller is a widow and mother of three. Things become too much to handle, so she asks for help from her sister Stephanie and her best-friend Kimmy.</p>"
Octonauts,English,"('Action', 'Adventure', 'Children')",<p>Join Captain Barnacles and crew on their animated underwater adventures.</p>
Kings of Jo'Burg,English,"('Drama', 'Crime', 'Supernatural')","<p>The Masire Brothers rule Johannesburg's criminal underworld, but a supernatural family curse and a tangled web of betrayal threaten to destroy them.</p>"
A Tale Dark & Grimm,English,"('Comedy', 'Adventure', 'Fantasy')",<p>Hansel and Gretel walk out of their own story and into eight other classic Grimm - and Grimm-inspired - fairy tales in this irreverent animated series.</p>
LEGO Ninjago: Masters of Spinjitzu,English,"('Action', 'Adventure', 'Children')","<p>Long before time had a name, Ninjago was created by the First Spinjitzu Master by using the Four Elemental Weapons of Spinjitzu; weapons so powerful, no one can handle all of their power at once. When he passed away, his two sons swore to protect them, but the oldest, Lord Garmadon, was consumed by darkness and wanted to possess them all. A battle between brothers broke out and Lord Garmadon was struck down and banished to the Underworld. Peace returned to Ninjago as the younger brother, Sensei Wu, hid the elemental weapons in the far corners of Ninjago.</p>"
A Man in Full,English,"('Drama',)","<p>When Atlanta real estate mogul Charlie Croker faces sudden bankruptcy, political and business interests collide as Charlie defends his empire from those attempting to capitalize on his fall from grace.</p>"
The Big Show Show,English,"('Comedy',)","<p>When the teenage daughter of The Big Show, a retired world-famous WWE Superstar comes to live with him, his wife and two other daughters, he quickly becomes outnumbered and outsmarted. Despite being 7 feet tall and weighing 400 pounds, he is no longer the center of attention.</p>"
The Good Doctor,English,"('Drama', 'Medical')","Shaun Murphy, a young surgeon with autism and savant syndrome, relocates from a quiet country life to join a prestigious hospital's surgical unit. Alone in the world and unable to personally connect with those around him, Shaun uses his extraordinary medical gifts to save lives and challenge the skepticism of his colleagues."
H2O: Mermaid Adventures,English,"('Adventure', 'Children', 'Fantasy')",<p>Three high school friends who turn into mermaids whenever they touch water have undersea adventures while keeping their new life a secret.</p>
Trollhunters: Tales of Arcadia,English,"('Action', 'Adventure', 'Fantasy')","<p>After uncovering a mysterious amulet, an average teen assumes an unlikely destiny and sets out to save two worlds. Created by Guillermo del Toro.</p>"
Alvinnn!!! and the Chipmunks,English,"('Children', 'Music')","<p><b>ALVINNN!!! and the Chipmunks</b>, featuring international superstars Alvin, Simon and Theodore, takes us on a roller coaster ride of music, laughter and stories geared to entertain The Chipmunks' four generations of fans.</p>"
Warrior Challenge 2016,English,(),<p>Alex Reid and Dave O'Donnell present the competition.</p>
Power Rangers,English,"('Action', 'Children', 'Science-Fiction')","<p><b>Power Rangers</b> is a children's television series adapted from the Japanese tokusatsu Super Sentai Series. A team of five high school students are selected by Zordon to battle evil. Using martial arts, special weapons, and gigantic robots called ""Zords"", they protect their city Angel Grove from monsters and witches.</p>"
Pieces of Her,English,"('Drama', 'Thriller', 'Mystery')","<p>When a Saturday afternoon trip to the mall with her mother suddenly explodes into violence, an adrift young woman's conception of her mother is forever changed. As figures from her mother's past start to resurface, she is forced to go on the run and on that journey, begins to piece together the truth of her mother's previous identity and uncovers secrets of her childhood.</p>"
I Woke Up a Vampire,English,"('Family', 'Supernatural')","<p>When Carmie Henley discovers her supernatural powers on her thirteenth birthday, her world turns upside down. With a mysterious vampire hunter in town, Carmie must navigate her identity while avoiding being captured.</p>"
Little Baby Bum: Music Time,English,"('Children', 'Music')","<p>From the company behind global preschool sensations ""Blippi"" and ""CoComelon"" comes this educational series about music, emotions — and so much more!</p>"
The Magic Prank Show with Justin Willman,English,"('Comedy', 'Family')","<p>Magician, comedian and expert trickster Justin Willman and his crew pull elaborate pranks on unsuspecting targets to help real people get payback.</p>"
Band of Brothers,English,"('Drama', 'Action', 'War')","<p>Drawn from interviews with survivors of Easy Company, as well as their journals and letters, <b>Band of Brothers</b> chronicles the experiences of these men from paratrooper training in Georgia through the end of the war. As an elite rifle company parachuting into Normandy early on D-Day morning, participants in the Battle of the Bulge, and witness to the horrors of war, the men of Easy knew extraordinary bravery and extraordinary fear - and became the stuff of legend. Based on Stephen E. Ambrose's acclaimed book of the same name.</p>"
